policy,sid,turn,arrival_s,node,history_blocks,missing_blocks,recovery,ttft_s,slo_success,seed
on_demand,6,2,59.5,0,25,25,recompute,2.375,0,1
on_demand,16,3,59.5,2,44,44,recompute,4.0,0,1
on_demand,10,5,60.0,1,57,0,hit,0.375,1,1
on_demand,29,0,60.0,3,0,0,hit,0.5833333333333334,1,1
on_demand,31,1,60.0,1,20,20,recompute,2.61666666666667,0,1
on_demand,9,3,61.5,3,39,39,recompute,3.4583333333333335,0,1
on_demand,21,3,61.5,2,34,0,hit,2.6666666666666665,0,1
on_demand,34,3,63.5,0,30,30,recompute,2.7083333333333335,0,1
on_demand,4,1,64.5,1,19,19,recompute,1.7083333333333333,1,1
on_demand,19,2,65.5,0,29,0,hit,1.1749999999999925,1,1
on_demand,1,1,66.0,1,21,0,hit,0.8333333333333286,1,1
on_demand,20,1,66.0,2,13,13,recompute,1.2916666666666665,1,1
on_demand,30,2,67.0,3,37,37,recompute,3.3333333333333335,0,1
on_demand,36,3,67.0,0,41,41,transfer,2.349999999999997,0,1
on_demand,15,3,67.5,1,42,42,recompute,3.75,0,1
on_demand,25,3,68.0,2,38,38,recompute,3.375,0,1
on_demand,8,3,68.5,0,40,40,recompute,5.174999999999998,0,1
on_demand,17,2,70.0,3,30,30,recompute,3.2833333333333314,0,1
on_demand,27,0,70.5,1,0,0,hit,1.7166666666666637,1,1
on_demand,16,4,71.5,2,57,0,hit,0.6833333333333277,1,1
on_demand,38,1,72.5,2,11,11,recompute,1.6333333333333255,1,1
on_demand,0,3,73.0,1,30,30,recompute,2.8333333333333335,0,1
on_demand,35,3,73.5,3,38,38,recompute,3.558333333333337,0,1
on_demand,39,0,74.0,0,0,0,hit,0.6083333333333247,1,1
on_demand,14,2,74.5,2,23,23,recompute,2.2833333333333314,0,1
on_demand,23,0,75.0,0,0,0,hit,0.5249999999999868,1,1
on_demand,1,2,76.0,1,30,0,hit,0.5833333333333286,1,1
on_demand,20,2,76.0,0,20,20,transfer,1.25,1,1
on_demand,34,4,76.0,0,38,25,transfer,2.825000000000003,0,1
on_demand,9,4,77.0,3,51,0,hit,0.8916666666666704,1,1
on_demand,36,4,77.0,0,51,0,hit,2.358333333333339,0,1
on_demand,28,2,78.0,1,30,30,recompute,2.7083333333333335,0,1
on_demand,13,5,78.5,2,63,63,recompute,5.458333333333333,0,1
on_demand,8,4,80.0,0,53,53,recompute,4.625,0,1
on_demand,15,4,80.0,1,51,9,transfer,2.0333333333333288,0,1
on_demand,25,4,80.0,3,49,49,transfer,2.7833333333333337,0,1
on_demand,24,4,80.5,1,56,56,recompute,6.775000000000001,0,1
on_demand,26,2,80.5,3,26,26,recompute,5.1166666666666645,0,1
on_demand,21,4,81.0,2,45,45,recompute,7.258333333333326,0,1
on_demand,32,1,81.0,0,14,14,recompute,5.441666666666673,0,1
on_demand,7,4,82.5,3,54,54,recompute,8.38333333333332,0,1
on_demand,38,2,82.5,0,23,23,transfer,5.866666666666683,0,1
on_demand,19,3,83.0,1,38,38,recompute,8.216666666666677,0,1
on_demand,35,4,83.5,0,48,48,transfer,7.800000000000025,0,1
on_demand,34,5,86.0,2,43,43,transfer,5.141666666666665,0,1
on_demand,23,1,90.0,3,12,12,recompute,2.491666666666665,0,1
on_demand,25,5,90.0,3,62,0,hit,2.9833333333333294,0,1
on_demand,27,1,90.0,1,23,23,recompute,3.825000000000022,0,1
on_demand,26,3,90.5,3,36,0,hit,3.2166666666666734,0,1
on_demand,14,3,91.0,2,33,0,hit,1.0500000000000018,1,1
on_demand,21,5,91.0,2,55,0,hit,2.125,0,1
on_demand,32,2,91.0,0,24,0,hit,0.9083333333333646,1,1
